label,sentence1,sentence2
0,điều 2 luật giao thông đường bộ,điều 1 luật tài nguyên môi trường
0,điều 2 luật giao thông đường bộ,điều một luật tài nguyên môi trường
0,điều 2 luật giao thông đường bộ,điều hai luật giao thông đường bộ
0,điều 2 luật giao thông đường bộ,điều 2 luật giao thông
0,đối tượng áp dụng của luật giao thông,đối tượng áp dụng của luật hình sự
0,điều khoản nào quy định đối tượng áp dụng,điều khoản nào quy định về công trình đường bộ
0,điều 3 luật giao thông đường bộ,điều 1 luật giao thông đường bộ
0,điều 3 luật giao thông đường bộ,điều một luật giao thông đường bộ
0,điều 3 luật giao thông đường bộ,điều ba luật giao thông đường bộ
0,điều 3 luật giao thông đường bộ,điều 1 luật giao thông
0,điều 3 luật giao thông đường bộ,điều 3 luật giao thông
0,đường bộ là gì,đường sắt là gì
0,công trình đường bộ là gì,quy định về công trình đường bộ như thế nào
0,kết cấu hạ tầng giao thông đường bộ là gì,giao thông đường bộ là gì
0,kết cấu hạ tầng giao thông đường bộ là gì,giao thông là gì
0,kết cấu hạ tầng giao thông đường bộ là gì,kết cấu hạ tầng giao thông là gì
0,đất của đường bộ là gì,đường bộ là gì
0,điều 3 có bao nhiêu khái niệm,điều 2 có bao nhiêu khái niệm
0,điều 3 có bao nhiêu khái niệm,điều hai có bao nhiêu khái niệm
0,điều 3 có bao nhiêu khái niệm,điều ba có bao nhiêu khái niệm
0,điều 3 có bao nhiêu khái niệm,điều 2 có mấy khái niệm
0,điều 3 có bao nhiêu khái niệm,điều 3 có mấy khái niệm
0,điều 3 có bao nhiêu khái niệm,điều 2 có bao nhiêu định nghĩa
0,điều 3 có bao nhiêu khái niệm,điều 3 có bao nhiêu định nghĩa
0,hành lang an toàn đường bộ là gì,hành lang đường bộ là gì
0,phần đường xe chạy là gì,phần đường dành cho người đi bộ là gì
0,phần đường xe chạy là gì,phần đường xe phóng là gì
0,phần đường xe chạy là gì,phần đường xe di chuyển là gì
0,phần đường xe chạy là gì,làn đường xe chạy là gì
0,làn đường là gì,đường bộ là gì
0,khổ giới hạn của đường bộ là gì,ý nghĩa của khổ giới hạn đường bộ
0,khổ giới hạn của đường bộ là gì,ý nghĩa của khung giới hạn đường bộ
0,khổ giới hạn của đường bộ là gì,khung giới hạn của đường bộ là gì
0,đường phố là gì,đường bộ là gì
0,dải phân cách là gì,đường phân cách là gì
0,nơi đường giao nhau là gì,ý nghĩa của nơi đường giao nhau
0,nơi đường giao nhau là gì,ý nghĩa của nơi giao lộ
0,nơi đường giao nhau là gì,nơi giao lộ là gì
0,đường cao tốc là gì,tác dụng của đường cao tốc
0,đường chính là gì,đường bộ là gì
0,đường nhánh là gì,đường chính là gì
0,đường ưu tiên là gì,đường chính là gì
0,đường gom là gì,đường ưu tiên là gì
0,phương tiện giao thông là gì,cảnh sát giao thông là ai
0,phương tiện giao thông là gì,cảnh sát giao thông là người nào
0,phương tiện giao thông là gì,cảnh sát giao thông là ai
0,phương tiện giao thông cơ giới là gì,phương tiện giao thông là gì
0,phương tiện giao thông cơ giới là gì,xe cơ giới là gì
0,phương tiện giao thông thô sơ là gì,vũ khí thô sơ là gì
0,phương tiện giao thông thô sơ là gì,xe thô sơ là gì
0,xe máy chuyên dùng là gì,xe máy là gì
0,xe máy chuyên dùng là gì,xe gắn máy là gì
0,xe máy chuyên dùng là gì,xe mô tô là gì
0,xe máy chuyên dùng là gì,xe gắn máy chuyên dùng là gì
0,xe máy chuyên dùng là gì,xe mô tô chuyên dùng là gì
0,phương tiện tham gia giao thông là gì,người tham gia giao thông là ai
0,phương tiện tham gia giao thông là gì,người tham gia giao thông là người nào
0,phương tiện tham gia giao thông là gì,người tham gia giao thông là ai
0,người tham gia giao thông là gì,những người nào không được tham gia giao thông
0,người điều khiển phương tiện là gì,ai không được điều khiển phương tiện giao thông
0,người điều khiển phương tiện là gì,người nào không được điều khiển phương tiện giao thông
0,người điều khiển phương tiện là gì,ai không được điều khiển phương tiện giao thông
0,người điều khiển phương tiện là gì,người điều khiển phương tiện giao thông là gì
0,người điều khiển phương tiện là gì,người điều khiển xe là gì
0,người điều khiển phương tiện là gì,người lái xe là gì
0,người lái xe là gì,người đi trên xe là ai
0,người lái xe là gì,người đi trên xe là người nào
0,người lái xe là gì,người đi trên xe là ai
0,người lái xe là gì,người điều khiển xe là gì
0,người điều khiển giao thông là gì,cảnh sát giao thông là ai
0,người điều khiển giao thông là gì,cảnh sát giao thông là người nào
0,người điều khiển giao thông là gì,cảnh sát giao thông là ai
0,hành khách là gì,tài xế là ai
0,hành khách là gì,tài xế là người nào
0,hành khách là gì,tài xế là ai
0,hành lý là gì,hành khách mang theo những gì
0,hành lý là gì,hành lí là gì
0,hàng hóa là gì,đồ vật là gì
0,hàng nguy hiểm là gì,những đồ vật nào gây nguy hiểm
0,hàng nguy hiểm là gì,hàng gây nguy hiểm là gì
0,vận tải đường bộ là gì,vận tải đường sắt là gì
0,vận tải đường bộ là gì,vận chuyển đường sắt là gì
0,vận tải đường bộ là gì,vận chuyển đường bộ là gì
0,người vận tải là gì,người chở hàng là ai
0,người vận tải là gì,người chở hàng là người nào
0,người vận tải là gì,người chở hàng là ai
0,người vận tải là gì,người vận chuyển là gì
0,cơ quan quản lý đường bộ là gì,cơ quan quản lý đường sắt
0,cơ quan quản lý đường bộ là gì,cơ quan quản lí đường sắt
0,cơ quan quản lý đường bộ là gì,cơ quan quản lí đường bộ là gì
0,làn ngoài cùng là gì,đường ngoài cùng là gì
0,làn trong cùng là gì,đường trong cùng là gì
0,đường qua khu đông dân cư,đường qua khu thưa dân cư
0,ùn tắc giao thông là gì,tắc đường là gì
0,ùn tắc giao thông là gì,ách tắc giao thông là gì
0,ùn tắc giao thông là gì,tắc nghẽn giao thông là gì
0,tải trọng của đường bộ là gì,tải trọng của xe là gì
0,kiểm soát kích thước,khối lượng phương tiện tham gia giao thông là gì
0,kiểm soát kích thước,trọng lượng phương tiện tham gia giao thông là gì
0,kiểm soát kích thước,cân nặng phương tiện tham gia giao thông là gì
0,phương tiện giao thông thông minh là gì,xe thông minh là loại xe gì
0,phương tiện giao thông thông minh là gì,xe hiện đại là loại xe gì
0,phương tiện giao thông thông minh là gì,phương tiện giao thông hiện đại là gì
0,phương tiện giao thông công nghệ mới là gì,xe áp dụng công nghệ mới có tác dụng gì
0,phương tiện đa tính năng là gì,phương tiện giao thong là gì
0,xe ô tô khách là gì,hành khách là gì
0,xe ô tô khách là gì,xe khách là gì
0,xe ô tô khách là gì,xe chở khách là gì
0,xe đạp là gì,xe máy là gì
0,xe đạp là gì,xe gắn máy là gì
0,xe đạp là gì,xe mô tô là gì
0,máy kéo là gì,xe kéo là gì
0,máy kéo là gì,xe kéo là gì
0,vận tải nội bộ là gì,vận tải đường bộ là gì
0,vận tải nội bộ là gì,vận chuyển đường bộ là gì
0,vận tải nội bộ là gì,vận chuyển nội bộ là gì
0,khối lượng bản thân của phương tiện là gì,khối lượng của phương tiện là gì
0,khối lượng bản thân của phương tiện là gì,trọng lượng của phương tiện là gì
0,khối lượng bản thân của phương tiện là gì,cân nặng của phương tiện là gì
0,khối lượng bản thân của phương tiện là gì,trọng lượng bản thân của phương tiện là gì
0,khối lượng bản thân của phương tiện là gì,cân nặng bản thân của phương tiện là gì
0,khối lượng toàn bộ thiết kế là gì,khối lượng phương tiện là gì
0,khối lượng toàn bộ thiết kế là gì,trọng lượng phương tiện là gì
0,khối lượng toàn bộ thiết kế là gì,cân nặng phương tiện là gì
0,khối lượng toàn bộ thiết kế là gì,trọng lượng toàn bộ thiết kế là gì
0,khối lượng toàn bộ thiết kế là gì,cân nặng toàn bộ thiết kế là gì
0,khối lượng toàn bộ cho phép của phương tiện là gì,khối lượng theo thiết kế là gì
0,khối lượng toàn bộ cho phép của phương tiện là gì,trọng lượng theo thiết kế là gì
0,khối lượng toàn bộ cho phép của phương tiện là gì,cân nặng theo thiết kế là gì
0,khối lượng toàn bộ cho phép của phương tiện là gì,trọng lượng toàn bộ cho phép của phương tiện là gì
0,khối lượng toàn bộ cho phép của phương tiện là gì,cân nặng toàn bộ cho phép của phương tiện là gì
0,khối lượng hàng chuyên chở theo thiết kế là gì,hàng hóa là gì
0,khối lượng hàng chuyên chở theo thiết kế là gì,trọng lượng hàng chuyên chở theo thiết kế là gì
0,khối lượng hàng chuyên chở theo thiết kế là gì,cân nặng hàng chuyên chở theo thiết kế là gì
0,khối lượng hàng chuyên chở cho phép là gì,hàng hóa được cho phép là gì
0,khối lượng hàng chuyên chở cho phép là gì,trọng lượng hàng chuyên chở cho phép là gì
0,khối lượng hàng chuyên chở cho phép là gì,cân nặng hàng chuyên chở cho phép là gì
0,xe ô tô là gì,xe máy là gì
0,xe ô tô là gì,xe gắn máy là gì
0,xe ô tô là gì,xe mô tô là gì
0,xe ô tô chở hàng là gì,xe ô tô là gì
0,xe ô tô chở hàng là gì,xe chở hàng là gì
0,xe ô tô chở hàng là gì,xe hàng là gì
0,xe ô tô chuyên dùng là gì,xe ô tô chở hàng là gì
0,xe ô tô chuyên dùng là gì,xe chở hàng là gì
0,xe ô tô chuyên dùng là gì,xe hàng là gì
0,xe ô tô khách thành phố là gì,xe ô tô chở khách là gì
0,xe ô tô khách thành phố là gì,xe khách thành phố là gì
0,xe ô tô khách thành phố là gì,xe chở khách thành phố là gì
0,xe ô tô khách thành phố là gì,xe khách thành phố là gì
0,rơ moóc là gì,xe có móc là xe gì
0,sơ mi rơ moóc là gì,xe tải là gì
0,xe ô tô kéo rơ moóc là gì,xe ô tô chở hàng là gì
0,xe ô tô kéo rơ moóc là gì,xe chở hàng là gì
0,xe ô tô kéo rơ moóc là gì,xe hàng là gì
0,xe ô tô đầu kéo là gì,xe ô tô kéo xe khác là xe gì
0,xe đạp điện là gì,xe máy điện là gì
0,xe đạp điện là gì,xe gắn máy điện là gì
0,xe đạp điện là gì,xe mô tô điện là gì
0,xe gắn máy là gì,xe đạp là gì
0,xe mô tô là gì,xe ô tô là gì
0,giao thông công cộng là gì,phương tiện công cộng là gì
0,trung tâm quản lý là gì,quản lý giao thông là gì
0,trung tâm quản lý là gì,quản lí giao thông là gì
0,trung tâm quản lý là gì,trung tâm quản lí là gì
0,chủ sở hữu công trình là gì,công trình là gì
0,cơ quan đăng kiểm là gì,đăng kiểm là gì
0,công trình dạng tuyến là gì,công trình là gì
0,công trình đường bộ bao gồm gì,đường bộ là gì
0,bãi đỗ xe là gì,xe ô tô là gì
0,bến xe là gì,nơi để xe ô tô là gì
0,xe ô tô bao gồm xe gì,xe máy gồm những xe gì
0,xe ô tô bao gồm xe gì,xe gắn máy gồm những xe gì
0,xe ô tô bao gồm xe gì,xe mô tô gồm những xe gì
0,xe chở hàng bốn bánh là gì,xe ô tô là gì
0,xe chở người bốn bánh là gì,xe chở hàng là gì
0,khoản 1 điều 3 luật giao thông,khoản 2 điều 3 luật giao thông đường bộ
0,khoản 1 điều 3 luật giao thông,khoản một điều 3 luật giao thông
0,khoản 1 điều 3 luật giao thông,khoản hai điều 3 luật giao thông đường bộ
0,khoản 1 điều 3 luật giao thông,khoản 2 điều ba luật giao thông đường bộ
0,khoản 1 điều 3 luật giao thông,khoản 1 điều ba luật giao thông
0,khoản 1 điều 3 luật giao thông,khoản 2 điều 3 luật giao thông
0,khoản 2 điều 3 luật giao thông,khoản 2 điều 1 luật giao thông
0,khoản 2 điều 3 luật giao thông,khoản 2 điều một luật giao thông
0,khoản 2 điều 3 luật giao thông,khoản hai điều 1 luật giao thông
0,khoản 2 điều 3 luật giao thông,khoản hai điều 3 luật giao thông
0,khoản 2 điều 3 luật giao thông,khoản 2 điều ba luật giao thông
0,khoản 3 điều 3 luật giao thông,khoản 5 điều 3 luật giao thông
0,khoản 3 điều 3 luật giao thông,khoản 5 điều ba luật giao thông
0,khoản 3 điều 3 luật giao thông,khoản ba điều ba luật giao thông
0,khoản 3 điều 3 luật giao thông,khoản năm điều 3 luật giao thông
0,khoản 4 điều 3 luật giao thông,khoản 4 điều 4 luật giao thông
0,khoản 4 điều 3 luật giao thông,khoản 4 điều ba luật giao thông
0,khoản 4 điều 3 luật giao thông,khoản bốn điều bốn luật giao thông
0,khoản 4 điều 3 luật giao thông,khoản bốn điều 3 luật giao thông
0,điều 4 luật giao thông đường bộ,điều 1 luật giao thông đường bộ
0,điều 4 luật giao thông đường bộ,điều một luật giao thông đường bộ
0,điều 4 luật giao thông đường bộ,điều bốn luật giao thông đường bộ
0,điều 4 luật giao thông đường bộ,điều 1 luật giao thông
0,điều 4 luật giao thông đường bộ,điều 4 luật giao thông
0,điều kiện hoạt động của giao thông là gì,điều kiện hoạt động của xe máy là gì
0,điều kiện hoạt động của giao thông là gì,điều kiện hoạt động của xe gắn máy là gì
0,điều kiện hoạt động của giao thông là gì,điều kiện hoạt động của xe mô tô là gì
0,phát triển giao thông như thế nào,giao thông là gì
0,quản lý hoạt động giao thông như thế nào,giao thông hoạt động như thế nào
0,quản lý hoạt động giao thông như thế nào,quản lí hoạt động giao thông như thế nào
0,trách nhiệm của cơ quan là gì,những cơ quan nào có trách nhiệm trong quản lý giao thông
0,trách nhiệm của cơ quan là gì,những cơ quan nào có trách nhiệm trong quản lí giao thông
0,ứng xử văn hóa là gì,văn hóa là gì
0,vi phạm luật giao thông có sao không,phải tuân thủ luật giao thông đúng không
0,nguyên tắc cơ bản trong hoạt động giao thông,giao thông hoạt động như thế nào
0,điều 5 luật giao thông đường bộ,điều 4 luật giao thông đường bộ
0,điều 5 luật giao thông đường bộ,điều bốn luật giao thông đường bộ
0,điều 5 luật giao thông đường bộ,điều năm luật giao thông đường bộ
0,điều 5 luật giao thông đường bộ,điều 4 luật giao thông
0,điều 5 luật giao thông đường bộ,điều 5 luật giao thông
0,chính sách phát triển giao thông đường bộ,phát triển giao thông đường bộ là gì
0,chính sách phát triển giao thông đường bộ,phát triển giao thông là gì
0,chính sách phát triển giao thông đường bộ,chính sách phát triển giao thông
0,chính sách của nhà nước,nhà nước là gì
0,đầu tư kinh doanh hạ tầng giao thông là gì,hạ tầng giao thông là gì
0,nhà nước khuyến khích làm gì,nhà nước bắt buộc phải làm gì
0,điều 6 luật giao thông đường bộ,điều 7 luật giao thông đường bộ
0,điều 6 luật giao thông đường bộ,điều sáu luật giao thông đường bộ
0,điều 6 luật giao thông đường bộ,điều bảy luật giao thông đường bộ
0,điều 6 luật giao thông đường bộ,điều 7 luật giao thông
0,điều 6 luật giao thông đường bộ,điều 6 luật giao thông
0,điều 6 qui định gì,ý nghĩa của điều 6
0,điều 6 qui định gì,điều sáu qui định gì
0,điều 6 qui định gì,điều 6 quy định gì
0,khoản 1 điều 6,khoản 1 điều 7
0,khoản 1 điều 6,khoản một điều 7
0,khoản 1 điều 6,khoản một điều 6
0,khoản 2 điều 6,khoản 2 điều 7
0,khoản 2 điều 6,khoản hai điều 7
0,khoản 2 điều 6,khoản hai điều 6
0,khoản 3 điều 6,khoản 3 điều 7
0,khoản 3 điều 6,khoản ba điều 7
0,khoản 3 điều 6,khoản ba điều 6
0,khoản 4 điều 6,khoản 4 điều 7
0,khoản 4 điều 6,khoản bốn điều 7
0,khoản 4 điều 6,khoản bốn điều 6
0,khoản 5 điều 6,khoản 5 điều 7
0,khoản 5 điều 6,khoản năm điều 7
0,khoản 5 điều 6,khoản năm điều 6
0,khoản 6 điều 6,khoản 7 điều 7
0,khoản 6 điều 6,khoản sáu điều 6
0,khoản 6 điều 6,khoản bảy điều 7
0,khoản 7 điều 6,khoản 7 điều 7
0,khoản 7 điều 6,khoản bảy điều 7
0,khoản 7 điều 6,khoản bảy điều 6
0,khoản 8 điều 6,khoản 8 điều 7
0,khoản 8 điều 6,khoản tám điều 7
0,khoản 8 điều 6,khoản tám điều 6
0,trách nhiệm của nhà nước với vốn ngân sách là gì,vốn ngân sách của nhà nước là gì
0,yêu cầu khi quy hoạch các công trình kĩ thuật,nội dung quy hoạch công trình kỹ thuật
0,yêu cầu khi quy hoạch các công trình kĩ thuật,yêu cầu khi quy hoạch các công trình kỹ thuật
0,yêu cầu khi quy hoạch các công trình kĩ thuật,nội dung qui hoạch công trình kỹ thuật
0,yêu cầu khi quy hoạch các công trình kĩ thuật,yêu cầu khi qui hoạch các công trình kĩ thuật
0,yêu cầu khi quy hoạch các công trình kĩ thuật,nội dung qui hoạch công trình kỹ thuật
0,yêu cầu khi quy hoạch các công trình kĩ thuật,yêu cầu khi qui hoạch các công trình kĩ thuật
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm với quy hoạch là của ai
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm với quy hoạch là của người nào
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm với quy hoạch là của ai
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm với qui hoạch là của ai
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm của bộ giao thông vận tải với qui hoạch
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm với qui hoạch là của ai
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm của bộ giao thông vận tải với qui hoạch
0,trách nhiệm của bộ giao thông vận tải với quy hoạch,trách nhiệm của bộ giao thông vận chuyển với quy hoạch
0,yêu cầu khi quy hoạch giao thông,nội dung quy hoạch giao thông
0,yêu cầu khi quy hoạch giao thông,nội dung qui hoạch giao thông
0,yêu cầu khi quy hoạch giao thông,yêu cầu khi qui hoạch giao thông
0,yêu cầu khi quy hoạch giao thông,nội dung qui hoạch giao thông
0,yêu cầu khi quy hoạch giao thông,yêu cầu khi qui hoạch giao thông
0,thời hạn của quy hoạch giao thông vận tải,thời hạn của quy hoạch các công trình kỹ thuật
0,thời hạn của quy hoạch giao thông vận tải,thời hạn của qui hoạch các công trình kỹ thuật
0,thời hạn của quy hoạch giao thông vận tải,thời hạn của qui hoạch giao thông vận tải
0,thời hạn của quy hoạch giao thông vận tải,thời hạn của qui hoạch các công trình kỹ thuật
0,thời hạn của quy hoạch giao thông vận tải,thời hạn của qui hoạch giao thông vận tải
0,thời hạn của quy hoạch giao thông vận tải,thời hạn của quy hoạch giao thông vận chuyển
0,quy hoạch giao thông vận tải đường bộ được lập trên cơ sở gì,nội dung của quy hoạch giao thông vận tải đường bộ
0,quy hoạch giao thông vận tải đường bộ được lập trên cơ sở gì,nội dung của qui hoạch giao thông vận tải đường bộ
0,quy hoạch giao thông vận tải đường bộ được lập trên cơ sở gì,qui hoạch giao thông vận tải đường bộ được lập trên cơ sở gì
0,quy hoạch giao thông vận tải đường bộ được lập trên cơ sở gì,nội dung của qui hoạch giao thông vận tải đường bộ
0,quy hoạch giao thông vận tải đường bộ được lập trên cơ sở gì,qui hoạch giao thông vận tải đường bộ được lập trên cơ sở gì
0,quy hoạch giao thông vận tải đường bộ được lập trên cơ sở gì,nội dung của quy hoạch giao thông vận chuyển đường bộ
0,quy hoạch giao thông vận tải đường bộ được lập trên cơ sở gì,quy hoạch giao thông vận chuyển đường bộ được lập trên cơ sở gì
0,quy hoạch giao thông vận tải đường bộ là gì,giao thông vận tải là gì
0,quy hoạch giao thông vận tải đường bộ là gì,qui hoạch giao thông vận tải đường bộ là gì
0,quy hoạch giao thông vận tải đường bộ là gì,qui hoạch giao thông vận tải đường bộ là gì
0,quy hoạch giao thông vận tải đường bộ là gì,giao thông vận chuyển là gì
0,quy hoạch giao thông vận tải đường bộ là gì,quy hoạch giao thông vận chuyển đường bộ là gì
0,quy hoạch giao thông vận tải là gì,yêu cầu của quy hoạch giao thông vận tải là gì
0,quy hoạch giao thông vận tải là gì,yêu cầu của qui hoạch giao thông vận tải là gì
0,quy hoạch giao thông vận tải là gì,qui hoạch giao thông vận tải là gì
0,quy hoạch giao thông vận tải là gì,yêu cầu của qui hoạch giao thông vận tải là gì
0,quy hoạch giao thông vận tải là gì,qui hoạch giao thông vận tải là gì
0,quy hoạch giao thông vận tải là gì,yêu cầu của quy hoạch giao thông vận chuyển là gì
0,quy hoạch giao thông vận tải là gì,quy hoạch giao thông vận chuyển là gì
0,điều 7 luật giao thông,điều 6 luật giao thông đường bộ
0,điều 7 luật giao thông,điều sáu luật giao thông đường bộ
0,điều 7 luật giao thông,điều bảy luật giao thông
0,điều 7 luật giao thông,điều 6 luật giao thông
0,tuyên truyền về luật giao thông quy định ở đâu,tuyên truyền về luật giao thông là gì
0,khoản 1 điều 7 luật giao thông,khoản 1 điều 8 luật giao thông
0,khoản 1 điều 7 luật giao thông,khoản một điều 8 luật giao thông
0,khoản 1 điều 7 luật giao thông,khoản một điều 7 luật giao thông
0,khoản 1 điều 7 luật giao thông,khoản 1 điều bảy luật giao thông
0,khoản 1 điều 7 luật giao thông,khoản 1 điều tám luật giao thông
0,khoản 2 điều 7 luật giao thông,khoản 2 điều 8 luật giao thông
0,khoản 2 điều 7 luật giao thông,khoản hai điều 8 luật giao thông
0,khoản 2 điều 7 luật giao thông,khoản hai điều 7 luật giao thông
0,khoản 2 điều 7 luật giao thông,khoản 2 điều bảy luật giao thông
0,khoản 2 điều 7 luật giao thông,khoản 2 điều tám luật giao thông
0,khoản 3 điều 7 luật giao thông,khoản 3 điều 8 luật giao thông
0,khoản 3 điều 7 luật giao thông,khoản ba điều 8 luật giao thông
0,khoản 3 điều 7 luật giao thông,khoản ba điều 7 luật giao thông
0,khoản 3 điều 7 luật giao thông,khoản 3 điều bảy luật giao thông
0,khoản 3 điều 7 luật giao thông,khoản 3 điều tám luật giao thông
0,khoản 4 điều 7 luật giao thông,khoản 4 điều 8 luật giao thông
0,khoản 4 điều 7 luật giao thông,khoản bốn điều 8 luật giao thông
0,khoản 4 điều 7 luật giao thông,khoản bốn điều 7 luật giao thông
0,khoản 4 điều 7 luật giao thông,khoản 4 điều bảy luật giao thông
0,khoản 4 điều 7 luật giao thông,khoản 4 điều tám luật giao thông
0,khoản 5 điều 7 luật giao thông,khoản 5 điều 8 luật giao thông
0,khoản 5 điều 7 luật giao thông,khoản năm điều 8 luật giao thông
0,khoản 5 điều 7 luật giao thông,khoản năm điều 7 luật giao thông
0,khoản 5 điều 7 luật giao thông,khoản 5 điều bảy luật giao thông
0,khoản 5 điều 7 luật giao thông,khoản 5 điều tám luật giao thông
0,giáo dục pháp luật về giao thông,ý nghĩa của việc giáo dục pháp luật
0,trách nhiệm của tổ chức tuyên truyền giáo dục,tổ chức nào được tuyên truyền giáo dục
0,nhiệm vụ của ủy ban nhân dân trong tuyên truyền,ủy ban nhân dân là gì
0,trách nhiệm của cơ quan quản lý nhà nước,cơ quan quản lý nhà nước gồm những ai
0,trách nhiệm của cơ quan quản lý nhà nước,cơ quan quản lý nhà nước gồm những người nào
0,trách nhiệm của cơ quan quản lý nhà nước,cơ quan quản lý nhà nước gồm những ai
0,trách nhiệm của cơ quan quản lý nhà nước,cơ quan quản lí nhà nước gồm những ai
0,trách nhiệm của cơ quan quản lý nhà nước,trách nhiệm của cơ quan quản lí nhà nước
0,trách nhiệm của mặt trận tổ quốc việt nam trong tuyên truyền,mặt trận tổ quốc việt nam là gì
0,điều 8 luật giao thông,điều 9 luật giao thông đường bộ
0,điều 8 luật giao thông,điều tám luật giao thông
0,điều 8 luật giao thông,điều chín luật giao thông đường bộ
0,điều 8 luật giao thông,điều 9 luật giao thông
0,các hành vi bị nghiêm cấm,những hành vi nào không bị nghiêm cấm
0,đào đường trái phép có sao không,đào đường trái phép có sai không
0,đào đường trái phép có sao không,đào đường trái phép có sai không
0,đào đường trái phép có sao không,đào đường trái phép có sai không
0,phá đường có sao không,phá đường là gì
0,dùng lề đường bán hàng được không,không được dùng lề đường để bán hàng phải không
0,dùng lòng đường bán hàng được không,không được dùng lòng đường để bán hàng phải không
0,dùng hè phố bán hàng được không,không được dùng hè phố để đi bộ phải không
0,dùng xe đểu được không,xe đểu là xe như nào
0,dùng xe đểu được không,xe kém chất lượng là xe như nào
0,dùng xe đểu được không,xe không đảm bảo an toàn là xe như nào
0,dùng xe đểu được không,dùng xe kém chất lượng được không
0,dùng xe đểu được không,dùng xe không đảm bảo an toàn được không
0,đua xe được không,nghiêm cấm đua xe phải không
0,dùng ma túy được không,buôn bán ma túy có sai không
0,dùng ma túy được không,buôn bán ma túy có sai không
0,dùng ma túy được không,buôn bán ma túy có sai không
0,uống rượu lái xe được không,có được uống rượu không
0,lái xe không giấy phép được không,giấy phép lái xe là gì
0,cho người khác mượn xe được không,có được mượn xe đạp không
0,chạy nhanh được không,chạy chậm có sao không
0,chạy nhanh được không,phóng chậm có sao không
0,chạy nhanh được không,di chuyển chậm có sao không
0,chạy nhanh được không,phóng nhanh được không
0,chạy nhanh được không,di chuyển nhanh được không
0,bấm còi được không,còi xe máy khi nào được bấm
0,bấm còi được không,còi xe gắn máy khi nào được bấm
0,bấm còi được không,còi xe mô tô khi nào được bấm
0,bấm còi rú ga được không,xe tay ga là gì
0,tự lắp đặt còi xe được không,còi xe là gì
0,vận chuyển hàng cấm được không,hàng cấm là những cái gì
0,đe dọa khách được không,hành khách trên xe được mang theo những gì
0,chạy sau khi gây tai nạn được không,gây tai nạn có phải đi tù hay không
0,chạy sau khi gây tai nạn được không,gây tai nạn có phải đi tù hay không
0,chạy sau khi gây tai nạn được không,gây tai nạn có phải đi tù hay không
0,chạy sau khi gây tai nạn được không,chạy sau khi gây tai nạn được không
0,chạy sau khi gây tai nạn được không,chạy sau khi gây tai nạn được không
0,chạy sau khi gây tai nạn được không,phóng sau khi gây tai nạn được không
0,chạy sau khi gây tai nạn được không,di chuyển sau khi gây tai nạn được không
0,đi đường gặp người tai nạn không cứu được không,đi đường gặp người tai nạn có bắt buộc phải cứu hay không
0,đi đường gặp người tai nạn không cứu được không,đi đường gặp người tai nạn có bắt buộc phải cứu hay không
0,đi đường gặp người tai nạn không cứu được không,đi đường gặp người tai nạn có bắt buộc phải cứu hay không
0,đi đường gặp người tai nạn không cứu được không,đi đường gặp người tai nạn không cứu được không
0,đi đường gặp người tai nạn không cứu được không,đi đường gặp người tai nạn không cứu được không
0,lợi dụng chức vụ vi phạm luật được không,vi phạm luật giao thông phải xử lý như thế nào
0,lợi dụng chức vụ vi phạm luật được không,vi phạm luật giao thông phải xử lí như thế nào
0,sản xuất biển số xe được không,tự lắp biển số xe có được không
0,trách nhiệm của gia đình với tuyên truyền,nội dung của tuyên truyền về luật giao thông là gì
0,phá đèn tín hiệu sao không,đèn tín hiệu là gì
0,phá biển báo được không,biển báo được đặt ở đâu
0,đi giành đường xe khác được không,lấn làn có sai không
0,đi giành đường xe khác được không,lấn làn có sai không
0,đi giành đường xe khác được không,lấn làn có sai không
0,thời gian từ 22 giờ đến 5 giờ không được làm gì,thời gian từ 6 giờ đến 7 giờ sáng được làm gì
0,thời gian từ 22 giờ đến 5 giờ không được làm gì,thời gian từ 22 giờ đến năm giờ không được làm gì
0,thời gian từ 22 giờ đến 5 giờ không được làm gì,thời gian từ sáu giờ đến 7 giờ sáng được làm gì
0,thời gian từ 22 giờ đến 5 giờ không được làm gì,thời gian từ 6 giờ đến bảy giờ sáng được làm gì
0,thời gian từ 22 giờ đến 5 giờ không được làm gì,thời gian từ hai mươi hai giờ đến 5 giờ không được làm gì
0,thời gian từ 22 giờ đến 5 giờ không được làm gì,thời gian từ hai hai giờ đến 5 giờ không được làm gì
0,gây mất trật tự giao thông được không,luật có quy định về việc gây mất trật tự giao thông không
0,đối tượng áp dụng của luật giao thông,luật giao thông gồm bao chương
0,điều khoản nào quy định đối tượng áp dụng,luật giao thông đường bộ gồm những nội dung gì
0,điều khoản nào quy định đối tượng áp dụng,luật giao thông gồm những nội dung gì
0,điều 3 luật giao thông đường bộ,điều 4 luật giao thông đường sắt
0,điều 3 luật giao thông đường bộ,điều ba luật giao thông đường bộ
